ar|32|72d61a21ebe7ea75ac8dfcaa2501b5c9cb00bca2b9b89f2d936edbdd02001d7e432dfe51cdeebfd801e7bd74f38f69b98cf0a971db1d57674ec0939337b52a67
ast|32|d2e1057233763b80a28b09e48b887d30ece8e2141ac24cd987c57a720744573572c010d1116bcfcdb82e1fa98d72ee733368d1a6e813be5fa3c1ce7985287e8f
be|32|8a15b39899f83a3e94ad7a2c0b5f72e2cac971e5a9f1a29a20ff29236cba02704546d53b83e745f09de45794ed920be8afa1f7d8a72c7c2552fae4e86f7e8a73
bg|32|cd64f2c3c638878fd3b534444aa588dff3f9fbf44ea7a41194cde45c714ca635c573f21ddacca71ccdafa3e4be477f9c8479bcd8c6f237ad5316aeefb2362621
br|32|1561de21eee61e04fca729966a399441c100879d391d2699309f209b85f1b9863d20c9544b2674e443c29ec5a6aeb5ecafa6da0707f58cbbed8037c41b9e2e96
ca|32|a06172a20f19273375faaf73217752e72ae2e6913db17ae8032ff3fe3e15af085fb38732007323b09f1c3064dc2ecdb1fc9bc6fdc90d9c7595d6563753b5ea56
cs|32|2dffa0a5fd1559210369add192c40abedfaea997197f8afe242d0f5ef81da7031c485dfda24bac5cc23593548aa983c42f47aacb81f1cf4ec1eeb247278c0dfe
cy|32|150cefbfe32dd83d83c8e58d1638f05c6bdf792ee9c5aaaf2020d222bab164f09da2b5fd959c734233c1f12fa2023d1b12a3dac8ad0bf12f1740d90c8a3f65f1
da|32|e3935976fbf7f2ceca869326b278430cecb6cc3def5713b6737bb396f395bc481cddd5b11f729755a0e49b249e651f9d41cb852d7ff37e129099e8aef53ac20e
de|32|d605b5189cc2f77314262889adf36a5dfe5a4f8f0456cbfba1cc8f755619faccadf5fce2277f8bac177984e7f9cae62a18b7673457204e02cc8f8939503d462b
dsb|32|13ea3921005c6ed796903d8a7fddaae70a98544aa7db46aaedb10d7ca947c4ac34af88e02c8bd0105741599e7c7f7464381ed97a1b3f6b3c61d1f58e99e62674
el|32|4e36bd3841570409722b73358218a1cb3e6d412d43282879597112c72a40dd6edc641b0e2e44a08f19eb29724af42244820d795b552af19177f54b4f00517e7c
en-GB|32|e97fb840355ca15dc8d9b0688262b5faedd84527c47061b57350c38e0578a6f51c8df16942fd297abaade8e16a4025ac80b6e04e5dd373139fefeb6c0a855605
en-US|32|723207a8be78e063065345572aa3608617f76d9011d59851bcb1cde675f6e955b1a4d75cb2871424fc9ec820036cf5429c7017f3306bcdf867916425237e2ebb
es-AR|32|4cdbac76a2766d57db9e5523e42e3bdf83b02e81c7987f6e9be2c26547897adaa1127e0cd99dba34bc9645ff636b005b1dd789dae0aff2c2cda897ec160ea499
es-ES|32|b8aef7829d144bfde65ba2c3fd7ccc685c8dc5a1b417e90569078827090e4fbc738b549d206771e4d3b694a57179ad32fc5bcaa4098f80fee174c9ea81594b12
et|32|d57ea85d3962bdf4bddf70b0c0d2712923cb031048991e028149e5b21ea71caabdea3277738df3c73e879da3cdd948ce49700673a919b9e8b0179a9ac27a95b5
eu|32|f325bd6c226869981ef6e1d7af51fa8092d89ba394fb78b423dba5be048c93491cfcb19d31b3cdff31bb5df03bb475231a8a64e7fecfd9a35a54def84315ffd9
fi|32|41748299f2787c294f257eb2a61e17e89a361f2f19514849f6d4b541bcdc536c2b4fb050e642ab1d458a804550b9de15102828750d17d87d880ddf19a2eb61ed
fr|32|67559ab2e63a0d600fcb06e5b59ded00eb496c43644eb567a5d4cb56c0ee892737ad78cc7f18a0ffb6540ad643a4c606d4a04b6c0136abd04b4024790d66a6ad
fy-NL|32|245e763d23d7f3dd7f0387ccd42aa19ad9688b6be3b1f8723e4778ff3d4548a30a15bc944abb3c1c7fdc0fd44e23cea38523a027e627f1c9474914a1eb3fc0fd
ga-IE|32|2c1904de8d17a9215f88396ad76a76905a344c96dd63969fefa9efb2115d595b6c640e7f00c4c802c2c35000fe6d90a6807c93e1b08c76b2794d2dab3d9780f3
gd|32|647b74af0c60731420e83dbf31d9e2e9dd6924ef758ec0ecde9d7dbc4c0e99292bf3feae1632d7ab8bca0ece0539dddb2057df8721951c8be398a683ca637fc5
gl|32|4fa8b41e7be94df13e356ee1f27c2d7e412644a49d8b1cccb9c58d0158bc7dc394f9dbe6aa2f97a4c82dee2bcfffd48463a67ebb657720da1b82b52be71f5cdf
he|32|3d016d7aa555b7ccdd4d27f090db96992463811575d725e01d77831509281525afb03edf2409a1db4f777fc27561b3670aed280e35b10aadede251738ce3f2d3
hr|32|3e8d62ed5f31b69f33b9aa8d8955d015045f77c5c0fa3cbf4ae0f0ae6d00ad4d1d26fcbac535f440d2b8b8afc105774882f15f2035dec757050e6acc701bf8d5
hsb|32|fe8eb52413de65f0ad1e3f7f73eafecc614f6e4e0c7ad30a61d9952ec13a7ffb5213bf0e8a6d72c5aa708b654004cfd1c53c258a2764b3f4c4ae73ddec791f99
hu|32|3fa7f19b6d5f57819ee59521f82a009d0726c092e74ecf22e21331b69bd78a001a696a5656459189d030f3c4c8522f9a111fe4d56813cecbf532059dfc5a7b1b
hy-AM|32|ff4bf8360b090242201a135d27f37b67c84f75defce1622056b69bbabafc112d0e2af60e7d6fd077292da4172e5d2d8c92756e02b973b077c22aceecc2ce26bd
id|32|644b3cfa2532dcb35e4fb4ef8a71a78c699b68de36dfa983bfbeceda7a29a93ea750358ba0918f5bdd7cc6340fba2074756d831664d6463ef0a40368e5335a51
is|32|4cdfe9a857ab01f076f1ca996c61e77497127c0a7054fb7f42043b357385cb0819dab2fa38a1d8ec507e09b1a9116161e7e584544bfe87fea7cb2461147d4a5e
it|32|cba7ff1b1ed1cef0dab279f8d564a5ffab310318be5e23242a1035ffa8157f92d6141fa08b6897e66d4ffb186fa374c14c6e0d815b7f9ab06f9955a5e4dbc3b6
ja|32|7540f2e962121bac45031c11dbbb5575f97b7b95c12ac67366207c6ca4304d47b9e77e551af7cf11a99f347dde4c826a2a57d42843565da0ef34e627db55e91b
kab|32|f4786dea24903e05ee6d9a108317c4263e6dbca4f3dafa86bbe1641d1fc990921c16be69f5b6df9592a8248389ae908d46eef37334af3738c6da5b63837b589c
kk|32|2e0477af44645548db0b7495c0171144ffe6c62dc48a7b7bab19489bffc6bef95dbaf1e355cedfb1dd1acea3cbfc2df176b288be68bbe866f0be3cc2ef23c14b
ko|32|89cbc2a98d28d4aeac65507bc60207e9a461c93a94e71752b2ea52dcf49132947f741fa5a9a25b2fbd19ef47bd8eab59e00209e67735e128683a2cb5659bf0c2
lt|32|2e9e7648f1888770d2da69fe560fb6a645d110d5ded354561d312af45cc2965613d56c9e986959acb294b9a925e8638089703ca56a28be2577541d3b49704b63
ms|32|d7e142c272f0d57e433aedabeaeadd1c5509e5b6ae01262fba27e006d46b814eb541775f813a760f0648c6f26cd563e265ca1cdc8f1a2d8fab1cd1ec1ada09b9
nb-NO|32|b590d266a94c4f7095f74d26ccfb1b0e9c871637bc1411f4d3a15c9b27904c19f2bd4cb18279463974ae22580936786a99fc159b3735ffc350c08742f14639a8
nl|32|fc234d1ae9ab0cfd59d7eadf2a91d6d117e69206081ae14fa7ee5c514124d883a3ad1c6de0cade1ad9a81d38635c2152581aca9b1ab8457ad28b7e6b18726f36
nn-NO|32|0a9b4c688ac83994999828646a0db8521040a0b0cce8545b961730298dc0455c856e27ed212969e7a6e779a8470673580658cbab100cca80cfbb813fa6e3cf3d
pl|32|d77e83457a81536823563a96729947ee722ea36be319d89a8540ac9a1061e269bcee35b0f251f111d36384be08d918599127e7960ff97df0b0f6736d03b8c9f0
pt-BR|32|60aca62accea48e56ea3b4dcbcc000bfe53ae407f034bfdf3eed23c86af7ad1e8f94055ed72a62a9f4f0db75b46b808473d9379eabd5ececd55dc2658749af25
pt-PT|32|e4793e44ae928417875f1bc39bb95de13d5d354ed49eabdea1286d66f12ad0f333563574f8b8ed97979c29d813f4b991191e3eaa08445b10c8d82d562eefac07
rm|32|e494ce4c858a28335aa6bf37df0d446863e41a363c59c39cac3cc6a1641427814714ed48a1b3575db2b5175241a17f394bf04293f8b3d85606270014c9db632b
ro|32|31f547d8e47e32fd3c6d0a148a6f12f0fcb32e32806bb43702ede3819d8cb468377d8b82f70a36d614ac245c407bb1da4b36cd99d6f44f4c58ee23375a449eb7
ru|32|a9d3ebb31c64322adfa334a2838286bb2bc8f7b185430e36feeb595f087f5192f935b8265a131837ae37131619ec614fbb1330dd52d5fd3d89509b770901f2a0
si|32|9953b2857dc721e2317ece24ad76f5493f3322119764826adc82d768cd819a9a0265ab871704db245dda6704ccd536e5a6904581094d349687400b8720cc82f5
sk|32|c71c89dfcb20bbbb411921303fb903313dc72311f75f6d02f69320582c407f9821c86337c2a05ea6a29efa8e12f5053e98cc0976c81977cfb5e52f3856136f92
sl|32|dcf270e939a6bb649a96fc4bbb2f02da541c6b5e1648de222a2b9d59328da59d2ef39aa65cf9e1ff19b1c3157742356a7e40cc59f03faa50b49bc73174735527
